Rank,Name,Year,Genre,Publisher
14433,Sunny Garcia Surfing,2001,Sports,Ubisoft
14434,MotorHead,1998,Racing,Gremlin Interactive Ltd
14435,Alia's Carnival! Sacrament,2015,Adventure,dramatic create
14436,Nacho Libre,2006,Action,Majesco Entertainment
14437,StormLover,2010,Adventure,D3Publisher
14438,Gensou Suikoden I & II,2006,Role-Playing,Konami Digital Entertainment
14439,Gloria Union,2011,Role-Playing,Atlus
14440,Ebikore Photo Kano Kiss,2015,Action,Kadokawa Games
14441,Bad Apple Wars,2015,Action,Idea Factory
14443,Eyeshield 21: DevilBats DevilDays,2006,Role-Playing,Nintendo
14444,Jyuzaengi: Engetsu Sangokuden,2012,Action,Idea Factory
14445,Shin Sangoku Musou Online: Kamishou Ranbu,2010,Action,Tecmo Koei
14446,Dancing Blade II: Tears of Eden,1999,Adventure,Konami Digital Entertainment
14447,Kokoro no Kokoron,2011,Misc,Namco Bandai Games
14448,Hiiro no Kakera 3: Aoikuro no Kusabi,2008,Adventure,Idea Factory
14449,BeatMania IIDX 13: DistorteD,2007,Simulation,Konami Digital Entertainment
14451,Go! Go! Hypergrind,2003,Sports,Atlus
14452,Keshisasu-Kun: Battle Kas-tival,2010,Action,Konami Digital Entertainment
14453,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,2011,Misc,Namco Bandai Games
14454,Hot Pixel,2007,Puzzle,Atari
14455,Peak Performance,1997,Racing,JVC
14456,Dance Dance Revolution: Hottest Party 5,2011,Misc,Konami Digital Entertainment
14457,Who Wants to be a Millionaire: 2nd Edition,2008,Misc,Ubisoft
14458,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,2012,Adventure,ChunSoft
14459,DokiDoki Majo Shinpan! 2,2008,Adventure,SNK Playmore
14460,S.L.A.I.: Steel Lancer Arena International,2005,Simulation,Konami Digital Entertainment
14461,Pet Alien: An Intergalactic Puzzlepalooza,2007,Action,Game Factory
14463,Blokus Portable: Steambot Championship,2006,Puzzle,Majesco Entertainment
14464,Renai Revenge,2015,Adventure,TGL
14465,Zoboomafoo: Leapin' Lemurs!,2001,Action,Encore
14466,Atelier Shallie Plus: Alchemists of the Dusk Sea,2016,Role-Playing,Tecmo Koei
14467,Dennou Senki Virtual-On Force,2010,Fighting,Sega
14468,Sins of a Solar Empire,2008,Strategy,Pinnacle
14469,Graffiti Kingdom,2004,Role-Playing,505 Games
14470,Langrisser: Re:Incarnation Tensei,2015,Role-Playing,Extreme Entertainment Group
14471,Nettou! Powerful Koushien,2010,Sports,Konami Digital Entertainment
14473,Great Edo Blacksmith,2014,Adventure,Nippon Ichi Software
14474,Armored Core SL: Silent Line Portable,2009,Simulation,From Software
14477,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,2008,Adventure,Marvelous Interactive
14478,Lethal Enforcers I & II,1996,Shooter,Konami Digital Entertainment
14479,Klonoa 2: Dream Champ Tournament,2002,Platform,Namco Bandai Games
14480,Shantae and the Pirate's Curse,2015,Platform,Intergrow
14481,Minna no Golf Jou Vol.1,2007,Sports,Sony Computer Entertainment
14482,The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,Activision
14484,Power Rangers Super Megaforce,2014,Action,Namco Bandai Games
14486,Cabela's Big Game Hunter: Pro Hunts,2014,Shooter,Activision
14487,Super Collapse! II,2004,Puzzle,Majesco Entertainment
14488,Ducati World Racing Challenge,2001,Racing,Acclaim Entertainment
14489,Pop'n Music 14 Fever!,2007,Misc,Konami Digital Entertainment
14490,Golden Nugget Casino / Texas Hold 'Em Double Pack,2005,Misc,Majesco Entertainment
14491,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,2010,Role-Playing,Gust
14492,Lux-Pain (JP sales),2008,Adventure,Rising Star Games
14494,Senko no Ronde DUO,2010,Fighting,G.Rev
14495,Starshot: Space Circus Fever,1998,Platform,Infogrames
14496,Charlie Blasts Territory,1999,Action,Kemco
14497,Big Mountain 2000,1998,Sports,Imagineer
14498,Tokimeki Memorial Girl's Side 1st Love Plus,2009,Adventure,Konami Digital Entertainment
14499,CIMA: The Enemy,2003,Role-Playing,Marvelous Interactive
14501,Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010,Fighting,Marvelous Interactive
14502,Code Geass: Hangyaku no Lelouch,2007,Action,Namco Bandai Games
14503,GTR Evolution,2008,Racing,Atari
14504,Hudson x GReeeeN Live!? DeeeeS!?,2010,Misc,Hudson Soft
14505,Daibakushou: Jinsei Gekijou,1995,Misc,Taito
14506,Marble Madness / Klax,2005,Puzzle,Zoo Digital Publishing
14507,Downstream Panic!,2008,Action,Atari
14508,DJ Max Portable 3,2010,Misc,CyberFront
14509,Suzumiya Haruhi no Chokuretsu,2009,Adventure,Sega
14511,The Idolmaster: Gravure For You! Vol. 5,2012,Misc,Namco Bandai Games
14512,S.Y.K Renshouden,2010,Adventure,Idea Factory
14513,Casino Chaos With Las Vegas Players Collection,2011,Misc,THQ
14514,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,2011,Adventure,Idea Factory
14515,Konpeki no Kantai,1995,Strategy,Angel Studios
14516,D.C.I.F.: Da Capo Innocent Finale,2009,Adventure,Sweets
14517,Galaxy Angel II: Mugen Kairou no Kagi,2007,Strategy,Broccoli
14518,Nectaris: Military Madness,1998,Strategy,Hudson Soft
14520,Tenka-bito,2006,Strategy,Sega
14521,BRAHMA Force: The Assault on Beltlogger 9,1996,Shooter,JVC
14522,Petz: Dolphinz Encounter,2009,Simulation,Ubisoft
14524,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,2009,Action,Takara Tomy
14525,Samurai Spirits: Tenkaichi Kenkakuden,N/A,Fighting,Unknown
14526,Robo Pit,1995,Fighting,Kokopeli Digital Studios
14527,Emily Archer and the Curse of Tutankhamun,2011,Adventure,Mastertronic
14528,Story Hour: Adventures,2008,Adventure,Zoo Digital Publishing
14529,Braid,2009,Platform,Number None
14530,Muv-Luv Alternative: Total Eclipse,2013,Simulation,5pb
14531,R-Type III: The Third Lightning,2004,Shooter,Zoo Digital Publishing
14534,Hakuouki,2008,Adventure,Idea Factory
14535,"Princess Natasha: Student, Secret Agent, Princess",2006,Action,Zoo Digital Publishing
14536,Atomic Betty,2005,Puzzle,Atari
14537,Monster Hunter Frontier Online: Season 10,2011,Role-Playing,Capcom
14539,Street Jam Basketball,2004,Sports,Zoo Digital Publishing
14540,Master of Monsters: Disciples of Gaia,1997,Strategy,Agetec
14541,Armored Core: Last Raven Portable,2010,Simulation,From Software
14543,Commander: Conquest of the Americas,2010,Strategy,Paradox Interactive
14547,Virtual Pool: Tournament Edition,2005,Sports,Global Star
14548,Kung Fu Panda: Showdown of Legendary Legends,2015,Action,Little Orbit
14549,Nippon no Asoko de,2008,Misc,Sony Computer Entertainment
14551,MapleStory DS,2010,Role-Playing,Nexon
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,2015,Action,Sega
14554,Let's Dance with Mel B,2011,Sports,Black Bean Games
14555,Popeye: Rush for Spinach,2005,Platform,Atari
14557,Beyblade Evolution,2013,Action,Rising Star Games
14559,Blue Breaker: Ken Yorimo Hohoemi o,1996,Role-Playing,NEC
14560,BeatMania IIDX 15: DJ Troopers,2008,Simulation,Konami Digital Entertainment
14561,Heathcliff! The Fast and the Furriest,2010,Racing,Storm City Games
14562,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,2015,Role-Playing,Compile Heart
14563,Planet of the Apes,2001,Action,Ubisoft
14564,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,2011,Misc,Unknown
14565,Worms,2009,Strategy,Sony Computer Entertainment
14566,Drake & Josh: Talent Showdown,2007,Adventure,THQ
14568,Winx Club: Rockstars,2010,Adventure,Namco Bandai Games
14569,Hissatsu Pachinko Collection 3,1995,Misc,Sunsoft
14570,Oumagatoki: Kaidan Romance,2012,Action,Quinrose
14571,Jack Keane,2008,Adventure,Kalypso Media
14574,Mahjong Kakutou Club: Zenkoku Taisenban,2006,Misc,Konami Digital Entertainment
14575,Hayate no Gotoku! Nightmare Paradise,2009,Adventure,Konami Digital Entertainment
14578,Nanashi no Game Me,2009,Action,Square Enix
14579,Heroes of Hellas 2: Olympia,2012,Puzzle,Unknown
14584,Higurashi no Naku Koro ni Iki,2015,Action,Kaga Create
14585,HappinessCharge PreCure! Kawarun Collection,2014,Misc,Namco Bandai Games
14588,DICE: DNA Integrated Cybernetic Enterprises,2005,Shooter,Namco Bandai Games
14589,Battlefield 1942: The WW II Anthology,2004,Shooter,Electronic Arts
14590,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007,Action,Namco Bandai Games
14591,Megpoid the Music#,2013,Misc,Asgard
14594,Rugby League Live,2010,Sports,Home Entertainment Suppliers
14595,Grid Runner,1996,Action,Virgin Interactive
14596,Saihai no Yukue,2008,Strategy,Tecmo Koei
14597,Metal Dungeon,2002,Role-Playing,Xicat Interactive
14599,Guitar Freaks V & DrumMania V,2006,Simulation,Konami Digital Entertainment
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,2009,Adventure,Level 5
14603,Gekido Advance: Kintaro's Revenge,2002,Action,Zoo Digital Publishing
14604,OZMAFIA!! -vivace-,2015,Adventure,dramatic create
14605,Girls Only,2010,Simulation,Foreign Media Games
14607,Power Poke Dash,2006,Sports,Konami Digital Entertainment
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,2009,Misc,D3Publisher
14609,Detective Opera: Milky Holmes 2,2012,Adventure,BushiRoad
14610,Turn It Around,2006,Action,505 Games
14611,Blaze Union: Story to Reach the Future,2010,Role-Playing,Sting
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,2016,Role-Playing,Rocket Company
14614,Race Driver 2006,2006,Racing,Codemasters
14615,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,2010,Adventure,Alchemist
14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,2003,Action,THQ
14617,My Hero Academia: Battle for All,2016,Action,Namco Bandai Games
14618,Nisekoi: Yomeiri!?,2014,Adventure,Konami Digital Entertainment
14619,New Tokyo Legacy: Operation Babel,2015,Role-Playing,5pb
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,2011,Misc,Unknown
14622,Triple Pack: Xbox Live Arcade Compilation,2011,Misc,Microsoft Game Studios
14623,101-in-1 Sports Party Megamix,2010,Sports,Nordcurrent
14624,Roadsters,2000,Racing,Titus
14627,DeathSmiles II,2010,Shooter,Cave
14629,Calcio Bit,2006,Sports,Nintendo
14631,Whiteout,2002,Racing,Konami Digital Entertainment
14632,Hyakumanton no Bara Bara,2010,Strategy,Sony Computer Entertainment
14633,Galaxy Angel II: Zettairyouiki no Tobira,2006,Strategy,Broccoli
14634,The Great Mystery Hidden Object Package 5,2015,Adventure,Rondomedia
14635,1000 Cooking Recipes from ELLE à table,2010,Misc,Nintendo
14636,Hajime no Ippo: The Fighting,2002,Fighting,ESP
14638,Stellaris,2016,Strategy,Paradox Interactive
14639,Spectral Souls: Resurrection of the Ethereal Empires,2005,Role-Playing,Idea Factory
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010,Adventure,Idea Factory
14641,Syberia II,2004,Adventure,Ubisoft
14642,PopCap Hits! Vol 2,2011,Misc,Mastertronic
14643,Ao no Kanata no Four Rhythm,2016,Adventure,Unknown
14644,Motor Trend presents Lotus Challenge,2003,Racing,Xicat Interactive
14645,Mystery Trackers: The Void,2011,Puzzle,Focus Home Interactive
14647,Bleach DS 4th: Flame Bringer,2009,Action,Sega
14648,Pacific Liberator,2009,Action,Zoo Games
14649,Botanicula,2012,Adventure,Daedalic Entertainment
14650,Parfait,2015,Adventure,TGL
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2009,Adventure,Level 5
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,2010,Fighting,SNK Playmore
14654,Nisenochigiri: Omoide no Saki e,2011,Adventure,Idea Factory
14656,Age of Conan: Rise of the Godslayer,2010,Role-Playing,Funcom
14658,Battlefield Vietnam,2004,Shooter,Electronic Arts
14659,In Cold Blood,2000,Adventure,Sony Computer Entertainment
14660,Mega Minis Volume 2,2011,Misc,Sony Computer Entertainment
14661,Kamigami no Asobi,2013,Adventure,Broccoli
14663,Kong: King of Atlantis,2005,Action,THQ
14664,Kidou Senshi V Gundam,1994,Action,Namco Bandai Games
14665,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,2005,Action,Konami Digital Entertainment
14666,The Settlers II 10th Anniversary,2006,Action,Ubisoft
14667,Wrestle Angels: Survivor 2,2008,Fighting,Tryfirst
14672,Betty Boop's Double Shift,2007,Puzzle,Zoo Digital Publishing
14673,Warhammer: Mark of Chaos,2006,Strategy,Deep Silver
14674,Tsuku Monogatari,2011,Adventure,FuRyu
14675,Vitamin Z,2009,Adventure,D3Publisher
14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,2011,Adventure,Alchemist
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,2010,Adventure,Yeti
14678,Harukanaru Toki no Naka de 5: Kazahanaki,2012,Role-Playing,Ackkstudios
14680,Nobunaga no Yabou DS 2,2008,Strategy,Tecmo Koei
14681,The IdolM@ster: Gravure For You! Vol. 6,2012,Action,Namco Bandai Games
14683,Ghostbusters (2016),2016,Action,Activision
14684,Secrets of the Titanic,2012,Action,Avanquest Software
14685,Metal Saga: Hagane no Kisetsu,2006,Role-Playing,Success
14686,Animaniacs: The Great Edgar Hunt,2005,Platform,Ignition Entertainment
14688,Harukanaru Toki no Naka de 6,2015,Action,Tecmo Koei
14689,Dream Club Zero Portable,2011,Simulation,D3Publisher
14691,Cossacks: European Wars,2001,Strategy,Strategy First
14692,The Island of Dr. Frankenstein,2009,Adventure,Storm City Games
14693,TV Total Events,2011,Misc,7G//AMES
14694,Battle Arena Toshinden URA,1995,Fighting,Sega
14695,Darius Burst: Chronicle Saviours,2016,Action,Kadokawa Games
14697,Labyrinth Cross Blood: Infinity,2013,Role-Playing,CyberFront
14698,Prince of Persia (2008),2008,Action,Ubisoft
14699,Super Duper Sumos,N/A,Action,Unknown
14700,HotBrain,2007,Puzzle,Midway Games
14701,UK Truck Simulator,2010,Simulation,N/A
14702,Gudetama: Hanjuku de Tanomuwa,2015,Action,Rocket Company
14703,MechAssault: Phantom War,2006,Simulation,Majesco Entertainment
14704,Magicka,2011,Role-Playing,Paradox Interactive
14706,Moto Racer DS,2008,Racing,Nobilis
14707,The Last Guy,2009,Action,Sony Computer Entertainment
14709,Akane Iro ni Somaru Saka Parallel,2008,Adventure,GN Software
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,2011,Adventure,Alchemist
14711,Monster Hunter Frontier Online: Forward 1,2011,Role-Playing,Capcom
14712,X3: Terran Conflict,2008,Simulation,Deep Silver
14713,Timeshock! Pro Pinball,1998,Misc,Empire Interactive
14715,D1 Professional Drift Grand Prix Series,2005,Racing,Yuke's
14716,Starry ? Sky: In Winter,2011,Misc,Asgard
14717,Little Bears,2009,Simulation,RTL
14718,Rush Hour,1997,Misc,Psygnosis
14719,Pro Cast Sports Fishing,2003,Sports,Capcom
14720,Gintama: Banji Oku Chuubu!,2007,Action,Namco Bandai Games
14722,Saka Agari Hurricane Portable,2011,Adventure,Alchemist
14723,Negima!? Dream Tactic Yumemiru Otome Princess,2007,Strategy,Konami Digital Entertainment
14724,King Arthur II,2011,Strategy,Paradox Interactive
14726,Dakar 2: The World's Ultimate Rally,2003,Racing,Acclaim Entertainment
14729,Jewel Match 2,2012,Puzzle,Easy Interactive
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",2011,Misc,Idea Factory
14732,Guild Wars: Nightfall,2006,Role-Playing,NCSoft
14734,Dave Mirra Freestyle BMX 3,2002,Sports,Acclaim Entertainment
14735,My Animal Centre,2009,Simulation,Deep Silver
14736,Eco Creatures: Save The Forest,2007,Adventure,Rising Star Games
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,2009,Adventure,Creative Core
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,2011,Action,Namco Bandai Games
14739,Dragon Tamer: Sound Spirit,2007,Role-Playing,Namco Bandai Games
14742,La Pucelle: Ragnarok,2009,Role-Playing,Nippon Ichi Software
14743,Kiniro no Corda 2 f Encore,2009,Role-Playing,Tecmo Koei
14744,Darius II,1995,Shooter,Taito
14746,RollerCoaster Tycoon 2: Triple Thrill Pack,2003,Strategy,Atari
14747,Bleach: Soul Carnival 2,2009,Fighting,Sony Computer Entertainment
14748,ParaParaParadise,2001,Misc,Konami Digital Entertainment
14749,Tiger & Bunny: On-Air Jack!,2012,Action,Namco Bandai Games
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,2012,Action,Namco Bandai Games
14752,Warship Gunner 2,2006,Simulation,Tecmo Koei
14753,Gotcha Force,2003,Shooter,Capcom
14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007,Fighting,Banpresto
14756,CID The Dummy,2009,Platform,Oxygen Interactive
14757,Xblaze: Lost Memories,2015,Adventure,Arc System Works
14759,The Perfect Golf,1995,Sports,Seta Corporation
14760,Let's Sing 2016,2015,Action,FuRyu Corporation
14761,Wrestle Kingdom,2006,Fighting,Yuke's
14762,Demon Driver: Time to Burn Rubber!,2003,Racing,Ignition Entertainment
14764,Bigfoot King of Crush,2011,Racing,Zoo Games
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006,Adventure,Konami Digital Entertainment
14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2013,Fighting,Arc System Works
14770,The Sims 2: Bon Voyage,2007,Simulation,Electronic Arts
14773,Brothers Conflict: Passion Pink,2012,Action,Idea Factory
14774,Kuryuu Youma Gakuenki Recharge,2006,Adventure,Atlus
14775,My Frogger: Toy Trials,2006,Action,Konami Digital Entertainment
14776,Jet Grind Radio,2003,Action,Sega
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009,Action,Russel
14779,3DS Classic Collection,2016,Misc,Sega
14782,The Adventures of Lomax,1996,Platform,Psygnosis
14783,Neverwinter Nights Diamond,2004,Role-Playing,Atari
14784,Divinity II: Flames of Vengeance,2010,Role-Playing,DTP Entertainment
14785,Under the Skin,2004,Action,Capcom
14786,Battlefield 2142,2006,Shooter,Electronic Arts
14787,Kabu Trader Shun,2007,Action,Capcom
14789,Poy Poy,1997,Action,Konami Digital Entertainment
14790,Hermie Hopperhead: Scrap Panic,1995,Platform,Sony Computer Entertainment
14793,DrumMania 7th Mix,2001,Simulation,Konami Digital Entertainment
14794,Runabout 3: Neo Age,2002,Racing,BAM! Entertainment
14795,AMNESIA World,2014,Adventure,Idea Factory
14798,My Ballet Studio,2009,Simulation,505 Games
14799,Guild Wars,2005,Role-Playing,NCSoft
14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,2010,Adventure,Prototype
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,2010,Strategy,Irem Software Engineering
14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,2007,Sports,Marvelous Interactive
14806,Touch Shot! Love Application,2012,Adventure,Compile Heart
14807,Nanotek Warrior,1997,Shooter,Virgin Interactive
14808,Galileo,2008,Adventure,D3Publisher
14810,Captain Tsubasa J: The Way to World Youth,1995,Sports,Namco Bandai Games
14812,Alien Breed Trilogy,2011,Shooter,Mastertronic
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,2015,Simulation,FuRyu
14814,Sengoku Basara: Sanada Yukimura-Den,2016,Action,Capcom
14816,Kisuato,2015,Adventure,TGL
14818,Renegade Racers,1999,Racing,Interplay
14819,The Legend of Korra (3DS),2014,Strategy,Activision
14820,AniMates!,2007,Simulation,Lexicon Entertainment
14821,Monster High 13 Wishes,2013,Action,Little Orbit
14822,Franklin the Turtle,2005,Misc,Game Factory
14824,Catan,2009,Strategy,CDV Software Entertainment
14827,Gauntlet / Rampart,2005,Misc,Zoo Digital Publishing
14828,Age of Empires III: Gold Edition,2007,Strategy,Microsoft Game Studios
14831,Dream Girl Premier,2015,Misc,Alchemist
14832,River King: Wonderful Journey,2005,Sports,505 Games
14833,Senran Kagura: Bon Appétit!,2014,Misc,Marvelous Entertainment
14834,Ducati Moto,2008,Racing,Vir2L Studios
14835,Justice League Heroes: The Flash,2006,Action,Eidos Interactive
14836,Pop Cutie! Street Fashion Simulation (JP sales),2008,Simulation,Tecmo Koei
14838,Kawasaki Snowmobiles,2008,Racing,Metro 3D
14839,Dungeon Siege II,2005,Role-Playing,Microsoft Game Studios
14840,Bae Yong-joon to Manabu Kankokugo DS,2009,Misc,D3Publisher
14841,World War II Combat: Road To Berlin,2006,Shooter,Groove Games
14842,Metal Saga,2005,Role-Playing,Success
14843,Imagine: Sweet 16,2010,Simulation,Ubisoft
14844,SWAT 4,2005,Shooter,Vivendi Games
14845,Last Escort 2: Shinya no Amai Toge,2008,Adventure,D3Publisher
14846,Pop'n Music 13 Carnival,2006,Simulation,Konami Digital Entertainment
14847,Magicka Collection,2011,Adventure,Unknown
14849,Tokushu Houdoubu,2012,Adventure,Nippon Ichi Software
14851,My DoItAll,2009,Misc,Tomy Corporation
14852,Legacy of Ys: Books I & II,N/A,Role-Playing,Unknown
